"PROVINCIA","MUNICIPIO","ESTACION","MAGNITUD","TECNICA","PERIODO_DE_ANALISIS","ANO","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
28,79,48,9,47,2,2024,3,6,14,"V",15,"V",12,"V",13,"V",11,"V",6,"V",7,"V",9,"V",10,"V",24,"V",26,"N",20,"V",25,"V",0,"N",3,"N",9,"V",7,"N",6,"V",8,"V",6,"V",6,"V",11,"V",0,"N",0,"N"
28,79,48,10,47,2,2024,3,6,14,"V",15,"V",11,"V",13,"V",10,"V",6,"V",7,"V",9,"V",12,"V",23,"V",25,"N",19,"V",24,"V",0,"N",5,"N",15,"V",14,"N",13,"V",15,"V",13,"V",12,"V",19,"V",0,"N",0,"N"
28,79,48,12,8,2,2024,3,6,46,"V",29,"V",16,"V",18,"V",14,"V",14,"V",19,"V",44,"V",93,"N",0,"N",0,"N",60,"V",53,"V",31,"V",31,"V",32,"V",31,"V",36,"V",41,"V",40,"V",62,"V",95,"V",0,"N",0,"N"
28,79,49,7,8,2,2024,3,6,1,"V",1,"V",3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",7,"V",12,"V",12,"V",9,"V",7,"V",3,"V",1,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",5,"V",0,"N",0,"N"
28,79,49,8,8,2,2024,3,6,19,"V",28,"V",18,"V",20,"V",14,"V",10,"V",13,"V",28,"V",37,"V",33,"V",31,"V",28,"V",23,"V",14,"V",9,"V",12,"V",12,"V",14,"V",13,"V",10,"V",18,"V",54,"V",0,"N",0,"N"
28,79,49,12,8,2,2024,3,6,20,"V",30,"V",22,"V",22,"V",15,"V",12,"V",15,"V",29,"V",47,"V",51,"V",49,"V",42,"V",33,"V",18,"V",12,"V",14,"V",13,"V",15,"V",15,"V",12,"V",20,"V",62,"V",0,"N",0,"N"
28,79,49,14,6,2,2024,3,6,41,"V",20,"V",34,"V",30,"V",31,"V",41,"V",40,"V",24,"V",15,"V",27,"V",35,"V",48,"V",61,"V",71,"V",79,"V",78,"V",80,"V",77,"V",75,"V",65,"V",55,"V",16,"V",0,"N",0,"N"
28,79,50,7,8,2,2024,3,6,4,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",6,"V",12,"V",10,"V",13,"V",12,"V",15,"V",9,"V",13,"V",7,"V",8,"V",7,"V",3,"V",1,"V",2,"V",11,"V",0,"N",0,"N"
28,79,50,8,8,2,2024,3,6,47,"V",30,"V",12,"V",13,"V",16,"V",20,"V",20,"V",43,"V",44,"V",27,"V",25,"V",25,"V",30,"V",21,"V",24,"V",19,"V",24,"V",30,"V",30,"V",30,"V",50,"V",90,"V",0,"N",0,"N"
28,79,50,9,47,2,2024,3,6,3,"V",8,"V",5,"V",5,"V",4,"V",4,"V",3,"V",3,"V",4,"V",4,"V",3,"V",5,"V",11,"V",11,"V",3,"V",10,"V",11,"V",10,"V",10,"V",5,"V",5,"V",8,"V",0,"N",0,"N"
28,79,50,10,47,2,2024,3,6,11,"V",18,"V",9,"V",8,"V",7,"V",8,"V",7,"V",8,"V",12,"V",12,"V",12,"V",17,"V",23,"V",28,"V",12,"V",25,"V",26,"V",24,"V",23,"V",9,"V",9,"V",20,"V",0,"N",0,"N"
28,79,50,12,8,2,2024,3,6,53,"V",32,"V",14,"V",15,"V",18,"V",22,"V",22,"V",52,"V",62,"V",42,"V",44,"V",44,"V",53,"V",35,"V",44,"V",29,"V",36,"V",40,"V",35,"V",33,"V",53,"V",107,"V",0,"N",0,"N"
28,79,54,7,8,2,2024,3,6,3,"V",4,"V",2,"V",1,"V",1,"V",1,"V",8,"V",28,"V",40,"V",35,"V",33,"V",21,"V",15,"V",5,"V",2,"V",2,"V",2,"V",1,"V",2,"V",42,"V",92,"V",31,"V",0,"N",0,"N"
28,79,54,8,8,2,2024,3,6,60,"V",65,"V",50,"V",27,"V",28,"V",25,"V",40,"V",56,"V",55,"V",47,"V",45,"V",38,"V",33,"V",14,"V",6,"V",9,"V",12,"V",13,"V",34,"V",88,"V",111,"V",91,"V",0,"N",0,"N"
28,79,54,12,8,2,2024,3,6,64,"V",71,"V",52,"V",29,"V",30,"V",27,"V",52,"V",100,"V",116,"V",102,"V",95,"V",71,"V",57,"V",22,"V",9,"V",11,"V",14,"V",15,"V",37,"V",152,"V",252,"V",138,"V",0,"N",0,"N"
28,79,54,14,6,2,2024,3,6,23,"V",11,"V",17,"V",33,"V",32,"V",34,"V",22,"V",8,"V",13,"V",25,"V",32,"V",45,"V",53,"V",72,"V",87,"V",87,"V",84,"V",86,"V",68,"V",21,"V",5,"V",10,"V",0,"N",0,"N"
28,79,55,7,8,2,2024,3,6,3,"V",6,"V",10,"V",5,"V",5,"V",9,"V",23,"V",45,"V",46,"V",38,"V",23,"V",16,"V",13,"V",6,"V",4,"V",2,"V",3,"V",3,"V",4,"V",7,"V",67,"V",31,"V",0,"N",0,"N"
28,79,55,8,8,2,2024,3,6,35,"V",25,"V",37,"V",22,"V",26,"V",24,"V",28,"V",26,"V",23,"V",17,"V",19,"V",19,"V",16,"V",9,"V",4,"V",3,"V",5,"V",9,"V",19,"V",47,"V",65,"V",59,"V",0,"N",0,"N"
28,79,55,10,47,2,2024,3,6,10,"V",13,"V",15,"V",11,"V",9,"V",7,"V",9,"V",17,"V",17,"V",19,"V",7,"V",17,"V",26,"V",31,"V",9,"V",30,"V",16,"V",26,"V",18,"V",23,"V",33,"V",34,"V",0,"N",0,"N"
28,79,55,12,8,2,2024,3,6,41,"V",35,"V",52,"V",31,"V",34,"V",37,"V",62,"V",95,"V",94,"V",76,"V",55,"V",43,"V",35,"V",18,"V",9,"V",7,"V",9,"V",14,"V",26,"V",57,"V",168,"V",107,"V",0,"N",0,"N"
28,79,55,20,59,2,2024,3,6,1.8,"V",1.2,"V",1,"V",1.4,"V",0.9,"V",0.6,"V",0.6,"V",1.6,"V",1.7,"V",1.2,"V",1.7,"V",2.5,"V",1.7,"V",1.2,"V",0.9,"V",0.6,"V",0.6,"V",1.2,"V",1.7,"V",1.6,"V",2.8,"V",3.3,"V",0,"N",0,"N"
28,79,55,30,59,2,2024,3,6,0.6,"V",0.5,"V",0.5,"V",0.4,"V",0.3,"V",0.3,"V",0.3,"V",0.6,"V",0.7,"V",0.6,"V",0.7,"V",1,"V",0.4,"V",0.4,"V",0.3,"V",0.3,"V",0.3,"V",0.4,"V",0.5,"V",0.6,"V",0.8,"V",1.2,"V",0,"N",0,"N"
28,79,55,35,59,2,2024,3,6,0.4,"V",0.3,"V",0.3,"V",0.3,"V",0.2,"V",0.1,"V",0.2,"V",0.3,"V",0.4,"V",0.3,"V",0.3,"V",0.4,"V",0.4,"V",0.3,"V",0.2,"V",0.1,"V",0.1,"V",0.2,"V",0.2,"V",0.3,"V",0.5,"V",0.6,"V",0,"N",0,"N"
28,79,55,37,59,2,2024,3,6,2.08,"V",1.37,"V",1.11,"V",1.63,"V",1.04,"V",0.64,"V",0.64,"V",1.83,"V",1.99,"V",1.37,"V",1.93,"V",2.83,"V",1.93,"V",1.43,"V",0.99,"V",0.67,"V",0.68,"V",1.33,"V",1.94,"V",1.9,"V",3.2,"V",3.78,"V",0,"N",0,"N"
28,79,55,38,59,2,2024,3,6,0.85,"V",0.71,"V",0.61,"V",0.56,"V",0.4,"V",0.39,"V",0.47,"V",0.83,"V",0.98,"V",0.83,"V",0.88,"V",1.29,"V",0.6,"V",0.54,"V",0.46,"V",0.36,"V",0.39,"V",0.49,"V",0.64,"V",0.75,"V",1.06,"V",1.62,"V",0,"N",0,"N"
28,79,55,39,59,2,2024,3,6,0.44,"V",0.33,"V",0.25,"V",0.26,"V",0.14,"V",0.08,"V",0.13,"V",0.26,"V",0.35,"V",0.27,"V",0.25,"V",0.35,"V",0.38,"V",0.3,"V",0.17,"V",0.06,"V",0.08,"V",0.17,"V",0.21,"V",0.3,"V",0.49,"V",0.59,"V",0,"N",0,"N"
28,79,56,6,48,2,2024,3,6,0.3,"V",0.3,"V",0.3,"V",0.2,"V",0.2,"V",0.2,"V",0.3,"V",0.5,"V",0.5,"V",0.5,"V",0.3,"V",0.3,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.3,"V",0.5,"V",0.9,"V",0.6,"V",0,"N",0,"N"
28,79,56,7,8,2,2024,3,6,7,"V",8,"V",8,"V",8,"V",5,"V",7,"V",20,"V",56,"V",58,"V",71,"V",31,"V",26,"V",21,"V",18,"V",10,"V",7,"V",12,"V",10,"V",22,"V",66,"V",112,"V",26,"V",0,"N",0,"N"
28,79,56,8,8,2,2024,3,6,41,"V",35,"V",34,"V",33,"V",25,"V",23,"V",34,"V",50,"V",50,"V",57,"V",43,"V",43,"V",37,"V",27,"V",19,"V",17,"V",26,"V",28,"V",63,"V",102,"V",120,"V",92,"V",0,"N",0,"N"
28,79,56,9,47,2,2024,3,6,11,"V",3,"V",9,"V",12,"V",14,"V",11,"V",9,"V",10,"V",10,"V",11,"N",1,"V",3,"V",9,"V",5,"V",9,"V",10,"V",4,"V",3,"V",8,"V",8,"V",13,"V",18,"V",0,"N",0,"N"
28,79,56,10,47,2,2024,3,6,18,"V",7,"V",13,"V",16,"V",17,"V",15,"V",14,"V",14,"V",16,"V",18,"N",1,"V",4,"V",15,"V",12,"V",14,"V",16,"V",10,"V",4,"V",11,"V",18,"V",27,"V",31,"V",0,"N",0,"N"
28,79,56,12,8,2,2024,3,6,51,"V",47,"V",46,"V",45,"V",32,"V",35,"V",66,"V",136,"V",138,"V",166,"V",91,"V",83,"V",70,"V",54,"V",34,"V",28,"V",43,"V",42,"V",97,"V",204,"V",292,"V",131,"V",0,"N",0,"N"
28,79,57,7,8,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",5,"V",30,"V",20,"V",10,"V",7,"V",13,"V",10,"V",7,"N",6,"V",5,"V",3,"V",2,"V",10,"V",51,"V",17,"V",0,"N",0,"N"
28,79,57,8,8,2,2024,3,6,45,"V",25,"V",10,"V",8,"V",12,"V",14,"V",23,"V",44,"V",52,"V",38,"V",19,"V",17,"V",29,"V",27,"V",21,"N",19,"V",22,"V",25,"V",36,"V",59,"V",111,"V",97,"V",0,"N",0,"N"
28,79,57,9,47,2,2024,3,6,5,"V",4,"V",2,"V",4,"V",5,"V",3,"V",3,"V",3,"V",3,"V",3,"V",5,"V",4,"V",3,"V",9,"V",9,"V",6,"V",6,"V",7,"V",8,"V",8,"V",8,"V",10,"V",0,"N",0,"N"
28,79,57,10,47,2,2024,3,6,9,"V",7,"V",4,"V",5,"V",6,"V",4,"V",5,"V",6,"V",8,"V",9,"V",11,"V",8,"V",9,"V",15,"V",16,"V",12,"V",12,"V",12,"V",13,"V",14,"V",20,"V",25,"V",0,"N",0,"N"
28,79,57,12,8,2,2024,3,6,47,"V",26,"V",11,"V",10,"V",13,"V",15,"V",25,"V",52,"V",98,"V",69,"V",34,"V",28,"V",48,"V",42,"V",32,"N",28,"V",29,"V",30,"V",39,"V",74,"V",190,"V",122,"V",0,"N",0,"N"
28,79,58,7,8,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",9,"V",28,"V",21,"V",12,"V",9,"V",6,"V",5,"V",5,"V",5,"V",4,"V",2,"V",1,"V",2,"V",4,"V",5,"V",1,"V",0,"N",0,"N"
28,79,58,8,8,2,2024,3,6,8,"V",8,"V",8,"V",7,"V",7,"V",10,"V",16,"V",28,"V",22,"V",16,"V",21,"V",18,"V",16,"V",21,"V",23,"V",20,"V",17,"V",14,"V",25,"V",31,"V",28,"V",19,"V",0,"N",0,"N"
28,79,58,12,8,2,2024,3,6,9,"V",9,"V",9,"V",9,"V",8,"V",12,"V",29,"V",71,"V",54,"V",34,"V",36,"V",27,"V",23,"V",30,"V",31,"V",26,"V",20,"V",15,"V",28,"V",38,"V",36,"V",21,"V",0,"N",0,"N"
28,79,58,14,6,2,2024,3,6,26,"V",25,"V",18,"V",17,"V",17,"V",13,"V",9,"V",2,"V",6,"V",19,"V",40,"V",58,"V",71,"V",61,"V",52,"V",73,"V",79,"V",83,"V",56,"V",38,"V",32,"V",32,"V",0,"N",0,"N"
28,79,59,7,8,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",16,"V",13,"V",16,"V",14,"V",8,"V",6,"V",3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",11,"V",0,"N",0,"N"
28,79,59,8,8,2,2024,3,6,34,"V",14,"V",20,"V",17,"V",9,"V",12,"V",26,"V",31,"V",37,"V",26,"V",30,"V",33,"V",24,"V",20,"V",11,"V",8,"V",9,"V",11,"V",18,"V",30,"V",61,"V",87,"V",0,"N",0,"N"
28,79,59,12,8,2,2024,3,6,36,"V",16,"V",21,"V",18,"V",11,"V",14,"V",27,"V",35,"V",61,"V",46,"V",55,"V",54,"V",37,"V",29,"V",16,"V",10,"V",11,"V",13,"V",19,"V",31,"V",63,"V",104,"V",0,"N",0,"N"
28,79,59,14,6,2,2024,3,6,30,"V",45,"V",34,"V",32,"V",37,"V",33,"V",21,"V",17,"V",13,"V",27,"V",35,"V",49,"V",61,"V",66,"V",73,"V",82,"V",83,"V",80,"V",71,"V",48,"V",23,"V",6,"V",0,"N",0,"N"
28,79,60,7,8,2,2024,3,6,3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",21,"V",42,"V",24,"V",9,"V",5,"V",8,"V",7,"V",4,"V",3,"V",2,"V",3,"V",1,"V",2,"V",4,"V",12,"V",0,"N",0,"N"
28,79,60,8,8,2,2024,3,6,48,"V",19,"V",11,"V",11,"V",10,"V",12,"V",27,"V",52,"V",61,"V",45,"V",23,"V",18,"V",24,"V",24,"V",18,"V",18,"V",21,"V",25,"V",30,"V",52,"V",74,"V",90,"V",0,"N",0,"N"
28,79,60,10,47,2,2024,3,6,16,"V",8,"V",7,"V",6,"V",7,"V",6,"V",9,"V",16,"V",29,"V",22,"V",16,"V",16,"V",17,"V",15,"V",13,"V",13,"V",15,"V",16,"V",17,"V",21,"V",21,"V",25,"V",0,"N",0,"N"
28,79,60,12,8,2,2024,3,6,53,"V",21,"V",12,"V",13,"V",11,"V",14,"V",29,"V",85,"V",126,"V",82,"V",36,"V",26,"V",37,"V",35,"V",23,"V",22,"V",24,"V",29,"V",32,"V",54,"V",80,"V",108,"V",0,"N",0,"N"
28,79,60,14,6,2,2024,3,6,22,"V",50,"V",52,"V",48,"V",45,"V",44,"V",30,"V",9,"V",8,"V",25,"V",43,"V",57,"V",57,"V",65,"V",72,"V",75,"V",75,"V",72,"V",64,"V",35,"V",14,"V",5,"V",0,"N",0,"N"
