"PROVINCIA","MUNICIPIO","ESTACION","MAGNITUD","TECNICA","PERIODO_DE_ANALISIS","ANO","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
28,79,47,12,8,2,2024,2,26,5,"V",4,"V",5,"V",4,"V",3,"V",4,"V",8,"V",15,"V",24,"V",16,"V",10,"V",10,"V",11,"V",7,"V",6,"V",11,"V",12,"V",12,"V",15,"V",21,"V",23,"V",16,"V",11,"V",0,"N"
28,79,48,7,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",4,"V",8,"V",6,"V",4,"V",6,"V",6,"V",4,"V",3,"V",3,"V",3,"V",3,"V",5,"V",4,"V",4,"V",2,"V",1,"V",0,"N"
28,79,48,8,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",4,"V",9,"V",26,"V",33,"V",18,"V",11,"V",11,"V",11,"V",10,"V",10,"V",13,"V",11,"V",17,"V",28,"V",31,"V",31,"V",15,"V",8,"V",0,"N"
28,79,48,9,47,2,2024,2,26,1,"V",1,"V",1,"V",2,"V",4,"V",3,"V",1,"V",1,"V",1,"V",2,"V",2,"V",2,"V",2,"V",5,"V",4,"V",3,"V",5,"V",1,"V",2,"V",1,"V",3,"V",2,"V",1,"V",0,"N"
28,79,48,10,47,2,2024,2,26,7,"V",6,"V",2,"V",8,"V",10,"V",8,"V",3,"V",3,"V",5,"V",9,"V",10,"V",6,"V",8,"V",9,"V",7,"V",8,"V",10,"V",6,"V",7,"V",8,"V",7,"V",7,"V",5,"V",0,"N"
28,79,48,12,8,2,2024,2,26,3,"V",2,"V",3,"V",2,"V",3,"V",5,"V",11,"V",32,"V",46,"V",27,"V",17,"V",20,"V",21,"V",16,"V",15,"V",19,"V",15,"V",22,"V",35,"V",38,"V",37,"V",17,"V",9,"V",0,"N"
28,79,49,7,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"N"
28,79,49,8,8,2,2024,2,26,3,"V",4,"V",3,"V",3,"V",3,"V",4,"V",5,"V",12,"V",16,"V",9,"V",7,"V",6,"V",6,"V",5,"V",6,"V",8,"V",9,"V",9,"V",14,"V",16,"V",13,"V",12,"V",7,"V",0,"N"
28,79,49,12,8,2,2024,2,26,5,"V",5,"V",5,"V",5,"V",5,"V",5,"V",7,"V",14,"V",18,"V",11,"V",9,"V",8,"V",9,"V",6,"V",8,"V",10,"V",10,"V",11,"V",15,"V",18,"V",15,"V",13,"V",9,"V",0,"N"
28,79,49,14,6,2,2024,2,26,55,"V",51,"V",73,"V",80,"V",82,"V",77,"V",75,"V",64,"V",61,"V",71,"V",75,"V",77,"V",79,"V",84,"V",85,"V",77,"V",72,"V",68,"V",61,"V",59,"V",67,"V",71,"V",78,"V",0,"N"
28,79,50,7,8,2,2024,2,26,2,"V",1,"V",1,"V",3,"V",1,"V",3,"V",11,"V",18,"V",29,"V",19,"V",12,"V",13,"V",12,"V",13,"V",12,"V",13,"V",14,"V",17,"V",24,"V",18,"V",13,"V",11,"V",6,"V",0,"N"
28,79,50,8,8,2,2024,2,26,3,"V",4,"V",3,"V",3,"V",4,"V",7,"V",15,"V",26,"V",34,"V",21,"V",14,"V",15,"V",14,"V",13,"V",14,"V",16,"V",17,"V",23,"V",34,"V",29,"V",25,"V",21,"V",10,"V",0,"N"
28,79,50,9,47,2,2024,2,26,3,"V",3,"V",1,"V",1,"V",1,"V",2,"V",1,"V",2,"V",1,"V",3,"V",2,"V",3,"V",1,"V",3,"V",1,"V",1,"V",1,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",0,"N"
28,79,50,10,47,2,2024,2,26,6,"V",5,"V",2,"V",1,"V",2,"V",7,"V",5,"V",8,"V",11,"V",11,"V",9,"V",13,"V",6,"V",11,"V",5,"V",2,"V",4,"V",5,"V",7,"V",6,"V",3,"V",5,"V",3,"V",0,"N"
28,79,50,12,8,2,2024,2,26,7,"V",6,"V",5,"V",7,"V",6,"V",12,"V",32,"V",55,"V",78,"V",50,"V",32,"V",35,"V",33,"V",34,"V",33,"V",36,"V",39,"V",50,"V",70,"V",57,"V",45,"V",38,"V",18,"V",0,"N"
28,79,54,7,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"N"
28,79,54,8,8,2,2024,2,26,1,"V",2,"V",1,"V",1,"V",1,"V",2,"V",10,"V",28,"V",30,"V",12,"V",6,"V",4,"V",3,"V",2,"V",2,"V",5,"V",11,"V",11,"V",14,"V",31,"V",32,"V",18,"V",9,"V",0,"N"
28,79,54,12,8,2,2024,2,26,3,"V",4,"V",3,"V",3,"V",3,"V",4,"V",11,"V",30,"V",33,"V",14,"V",8,"V",6,"V",5,"V",4,"V",4,"V",7,"V",12,"V",12,"V",16,"V",33,"V",34,"V",19,"V",10,"V",0,"N"
28,79,54,14,6,2,2024,2,26,57,"V",55,"V",63,"V",80,"V",84,"V",79,"V",71,"V",49,"V",48,"V",70,"V",75,"V",79,"V",82,"V",84,"V",87,"V",80,"V",72,"V",68,"V",63,"V",48,"V",51,"V",67,"V",76,"V",0,"N"
28,79,55,7,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",2,"V",2,"V",1,"V",1,"V",1,"V",0,"N"
28,79,55,8,8,2,2024,2,26,4,"V",4,"V",3,"V",2,"V",3,"V",5,"V",15,"V",14,"V",15,"V",9,"V",6,"V",5,"V",5,"V",5,"V",5,"V",7,"V",8,"V",13,"V",13,"V",16,"V",17,"V",7,"V",6,"V",0,"N"
28,79,55,10,47,2,2024,2,26,2,"V",4,"V",3,"V",6,"V",2,"V",2,"V",6,"V",6,"V",11,"V",6,"V",3,"V",11,"V",11,"V",15,"V",6,"V",3,"V",9,"V",3,"V",7,"V",5,"V",6,"V",9,"V",8,"V",0,"N"
28,79,55,12,8,2,2024,2,26,5,"V",5,"V",4,"V",4,"V",5,"V",7,"V",16,"V",16,"V",19,"V",12,"V",8,"V",7,"V",7,"V",7,"V",6,"V",8,"V",10,"V",17,"V",15,"V",19,"V",18,"V",9,"V",7,"V",0,"N"
28,79,55,20,59,2,2024,2,26,0.4,"V",0.4,"V",0.3,"V",0.6,"V",0.4,"V",0.7,"V",0.9,"V",0.8,"V",0.7,"V",0.8,"V",0.5,"V",0.5,"V",0.5,"V",0.5,"V",0.5,"V",0.5,"V",0.9,"V",2.1,"V",1,"V",1.4,"V",0.8,"V",0.5,"V",0.5,"V",0,"N"
28,79,55,30,59,2,2024,2,26,0.1,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.3,"V",0.3,"V",0.3,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.3,"V",0.3,"V",0.4,"V",0.4,"V",0.4,"V",0.3,"V",0.3,"V",0,"N"
28,79,55,35,59,2,2024,2,26,0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.2,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.2,"V",0.2,"V",0.2,"V",0.1,"V",0.1,"V",0.1,"V",0,"N"
28,79,55,37,59,2,2024,2,26,0.46,"V",0.45,"V",0.37,"V",0.64,"V",0.41,"V",0.75,"V",1.08,"N",0.93,"V",0.78,"V",0.9,"V",0.55,"V",0.53,"V",0.56,"V",0.51,"V",0.54,"V",0.56,"V",1.04,"V",2.45,"V",1.12,"V",1.56,"V",0.93,"V",0.6,"V",0.61,"V",0,"N"
28,79,55,38,59,2,2024,2,26,0.19,"V",0.2,"V",0.2,"V",0.22,"V",0.22,"V",0.27,"V",0.31,"N",0.4,"V",0.47,"V",0.42,"V",0.33,"V",0.32,"V",0.31,"V",0.28,"V",0.27,"V",0.42,"V",0.36,"V",0.45,"V",0.52,"V",0.53,"V",0.52,"V",0.37,"V",0.35,"V",0,"N"
28,79,55,39,59,2,2024,2,26,1,"V",0.85,"V",1,"V",1,"V",1,"V",1,"V",0.56,"N",0.49,"V",0.55,"V",0.18,"V",0.71,"V",0.85,"V",1,"V",1,"V",1,"V",0.86,"V",1,"V",0.2,"V",0.16,"V",0.3,"V",0.13,"V",0.26,"V",0.85,"V",0,"N"
28,79,56,6,48,2,2024,2,26,0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.2,"V",0.2,"V",0.2,"V",0.3,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.2,"V",0.3,"V",0.3,"V",0.2,"V",0.2,"V",0,"N"
28,79,56,7,8,2,2024,2,26,3,"V",2,"V",2,"V",2,"V",2,"V",3,"V",3,"V",7,"V",7,"V",8,"V",6,"V",6,"V",5,"V",6,"V",5,"V",5,"V",6,"V",5,"V",6,"V",8,"V",6,"V",3,"V",2,"V",0,"N"
28,79,56,8,8,2,2024,2,26,3,"V",1,"V",2,"V",1,"V",2,"V",7,"V",12,"V",23,"V",25,"V",17,"V",8,"V",9,"V",6,"V",8,"V",6,"V",10,"V",16,"V",12,"V",15,"V",25,"V",26,"V",16,"V",7,"V",0,"N"
28,79,56,9,47,2,2024,2,26,4,"V",6,"V",12,"V",10,"V",5,"V",4,"V",3,"V",2,"V",3,"V",2,"V",4,"V",2,"V",14,"V",6,"V",4,"V",12,"V",3,"V",1,"V",1,"V",2,"V",3,"V",4,"V",6,"V",0,"N"
28,79,56,10,47,2,2024,2,26,5,"V",8,"V",11,"V",13,"V",8,"V",7,"V",5,"V",4,"V",6,"V",5,"V",8,"V",4,"V",18,"V",8,"V",5,"V",14,"V",4,"V",1,"V",3,"V",4,"V",5,"V",7,"V",8,"V",0,"N"
28,79,56,12,8,2,2024,2,26,7,"V",5,"V",4,"V",3,"V",5,"V",11,"V",16,"V",34,"V",36,"V",29,"V",16,"V",18,"V",14,"V",17,"V",14,"V",17,"V",25,"V",20,"V",23,"V",38,"V",35,"V",21,"V",11,"V",0,"N"
28,79,57,7,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",4,"V",5,"V",3,"V",5,"V",5,"V",4,"V",3,"V",3,"V",3,"V",5,"V",5,"V",5,"V",3,"V",3,"V",2,"V",0,"N"
28,79,57,8,8,2,2024,2,26,3,"V",6,"V",6,"V",2,"V",8,"V",7,"V",9,"V",18,"V",18,"V",13,"V",7,"V",8,"V",8,"V",7,"V",8,"V",12,"V",14,"V",18,"V",24,"V",26,"V",23,"V",17,"V",7,"V",0,"N"
28,79,57,9,47,2,2024,2,26,4,"V",4,"V",3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",2,"V",1,"V",1,"V",1,"V",3,"V",6,"V",2,"V",1,"V",2,"V",2,"V",4,"V",1,"V",1,"V",0,"N"
28,79,57,10,47,2,2024,2,26,5,"V",4,"V",4,"V",1,"V",1,"V",2,"V",1,"V",2,"V",3,"V",3,"V",4,"V",3,"V",2,"V",2,"V",5,"V",8,"V",5,"V",2,"V",4,"V",4,"V",6,"V",2,"V",2,"V",0,"N"
28,79,57,12,8,2,2024,2,26,4,"V",7,"V",8,"V",4,"V",10,"V",8,"V",11,"V",21,"V",24,"V",20,"V",12,"V",16,"V",15,"V",13,"V",13,"V",17,"V",19,"V",26,"V",32,"V",34,"V",28,"V",21,"V",10,"V",0,"N"
28,79,58,7,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",3,"V",2,"V",0,"N",0,"N",0,"N",2,"V",4,"V",2,"V",2,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",0,"N"
28,79,58,8,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",19,"V",7,"V",5,"V",0,"N",0,"N",0,"N",6,"V",8,"V",7,"V",8,"V",9,"V",9,"V",4,"V",5,"V",4,"V",2,"V",0,"N"
28,79,58,12,8,2,2024,2,26,3,"V",2,"V",3,"V",2,"V",2,"V",3,"V",5,"V",23,"V",11,"V",8,"V",0,"N",0,"N",0,"N",10,"V",14,"V",11,"V",12,"V",13,"V",12,"V",5,"V",6,"V",5,"V",4,"V",0,"N"
28,79,58,14,6,2,2024,2,26,64,"V",87,"V",87,"V",89,"V",88,"V",86,"V",82,"V",62,"V",78,"V",81,"V",0,"N",0,"N",0,"N",90,"V",89,"V",83,"V",78,"V",75,"V",73,"V",84,"V",84,"V",88,"V",89,"V",0,"N"
28,79,59,7,8,2,2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",3,"V",3,"V",3,"V",2,"V",2,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"N"
28,79,59,8,8,2,2024,2,26,4,"V",3,"V",2,"V",2,"V",2,"V",4,"V",8,"V",14,"V",22,"V",14,"V",10,"V",9,"V",7,"V",7,"V",7,"V",8,"V",12,"V",16,"V",21,"V",25,"V",10,"V",13,"V",8,"V",0,"N"
28,79,59,12,8,2,2024,2,26,6,"V",5,"V",4,"V",4,"V",4,"V",6,"V",9,"V",16,"V",26,"V",19,"V",14,"V",12,"V",9,"V",10,"V",9,"V",10,"V",13,"V",19,"V",22,"V",27,"V",12,"V",14,"V",9,"V",0,"N"
28,79,59,14,6,2,2024,2,26,53,"V",59,"V",72,"V",78,"V",76,"V",74,"V",70,"V",65,"V",58,"V",62,"V",67,"V",71,"V",74,"V",75,"V",78,"V",73,"V",66,"V",60,"V",55,"V",50,"V",68,"V",67,"V",73,"V",0,"N"
28,79,60,7,8,2,2024,2,26,2,"V",2,"V",2,"V",2,"V",2,"V",2,"V",3,"V",5,"V",7,"V",4,"V",4,"V",4,"V",3,"V",4,"V",4,"V",4,"V",4,"V",5,"V",4,"V",4,"V",3,"V",3,"V",2,"V",0,"N"
28,79,60,8,8,2,2024,2,26,2,"V",1,"V",1,"V",1,"V",2,"V",3,"V",7,"V",20,"V",18,"V",9,"V",7,"V",7,"V",5,"V",6,"V",7,"V",9,"V",11,"V",15,"V",22,"V",19,"V",24,"V",12,"V",5,"V",0,"N"
28,79,60,10,47,2,2024,2,26,4,"V",1,"V",1,"V",2,"V",3,"V",3,"V",4,"V",3,"V",5,"V",4,"V",3,"V",2,"V",3,"V",3,"V",4,"V",9,"V",4,"V",5,"V",6,"V",3,"V",5,"V",5,"V",3,"V",0,"N"
28,79,60,12,8,2,2024,2,26,5,"V",4,"V",4,"V",3,"V",5,"V",5,"V",11,"V",28,"V",29,"V",15,"V",13,"V",14,"V",11,"V",12,"V",13,"V",14,"V",17,"V",23,"V",28,"V",25,"V",29,"V",16,"V",8,"V",0,"N"
28,79,60,14,6,2,2024,2,26,54,"V",66,"V",79,"V",81,"V",79,"V",77,"V",73,"V",61,"V",64,"V",69,"V",75,"V",75,"V",80,"V",81,"V",82,"V",75,"V",69,"V",61,"V",54,"V",62,"V",59,"V",72,"V",79,"V",0,"N"
